views,likes,media,comments,url,caption,post_datetime
79,25,video,1,https://www.instagram.com/p/BZ3cjMTHcZ6/?taken-by=panasonic_india,Get. Set. Groom. Discover #trendy #hairstyles with Panasonic Styling Brush. Click here to know more:https://goo.gl/k7DH6i #BetterLifeBetterWo,2017-10-05T12:28:48.000Z
na,63,image,2,https://www.instagram.com/p/BZ6BzO-Hw3L/?taken-by=panasonic_india,Game on! Get the #greatest ever #football #experience with #Panasonic #ShinobiUltra #4K. Click to know more: http://bit.ly/2hQ2dke #BetterLifeBetterWorld,2017-10-06T12:32:47.000Z
na,44,image,0,https://www.instagram.com/p/BZ_LCYzHSGI/?taken-by=panasonic_india,"Hate peeling garlic cloves? Now, you will love doing it. Know how: https://goo.gl/PPL9gJ
#BetterEveryday #weekendvibes",2017-10-08T12:29:42.000Z
80,22,video,1,https://www.instagram.com/p/BaDtFmynnc9/?taken-by=panasonic_india,"We are looking for some cute dance moves, and we have some amazing prizes for you. #LotsOfJhaag #Contest #ContestAlert #GetReady",2017-10-10T06:44:20.000Z
140,26,video,0,https://www.instagram.com/p/BaI7UsqHoTB/?taken-by=panasonic_india,"Cuteness overloaded! Even your kid can get featured on our page. Just send us your kid’s ‘Lot’s of Jhaag, No No Daag’ dance move and stand a chance to win big. Get the jingle here: http://bit.ly/2kJoUaH 
Read T&C apply here : http://bit.ly/2xAecJD
 #LotsOfJhaag #Contest #ContestAlert",2017-10-12T07:25:24.000Z
108,24,video,0,https://www.instagram.com/p/BaPPl7pnyL-/?taken-by=panasonic_india,But that doesn’t mean you stop dancing.  Stay tuned for the results. #LotsOfJhaag,2017-10-14T18:18:13.000Z
na,34,image,0,https://www.instagram.com/p/Bawgvr1HkY7/?taken-by=panasonic_india,"Cinderella story or not, here’s how you can make tight shoes fit like a charm: https://goo.gl/ZRVC9D",2017-10-27T16:22:10.000Z
208,26,video,1,https://www.instagram.com/p/BazawB7nCRa/?taken-by=panasonic_india,"There’s nothing more soothing than a smoothie on a sweltering sunny day made with Panasonic Hand blenders. Visit https://goo.gl/txeSgZ to know more. #BetterLifeBetterworld

#panasonic #handblender",2017-10-28T19:28:25.000Z
na,41,image,0,https://www.instagram.com/p/Ba1hSQiHN5n/?taken-by=panasonic_india,"We know you don’t count the number of times you open your fridge. Here’s presenting Panasonic refrigerators with ECONAVI technology that not only  keeps your veggies fresh but also saves energy. Visit
https://goo.gl/m8WTeJ to know more.",2017-10-29T15:03:06.000Z
na,37,image,0,https://www.instagram.com/p/Ba9ISY8HBL8/?taken-by=panasonic_india,#PanasonicOpenIndia is back with its 7th edition. Catch the #champions swinging their clubs at Delhi Golf Club from 2nd-5th November.,2017-11-01T13:58:35.000Z
na,37,image,0,https://www.instagram.com/p/Ba_ny4xHQE0/?taken-by=panasonic_india,"Ajeetesh Sandhu tops the leaderboard at the end of Day 1 at the #PanasonicOpenIndia 2017. Action begins again tomorrow, stay tuned.",2017-11-02T13:12:23.000Z
